posts_id,Body,tags,title
7388,"<p>I'm looking to learn python and wasn't sure what IDE's are available, what is the best one, etc.  As a way of making the question more general, lets try to establish a definitive list of the best IDE for all languages.  Here's a start</p>

<p>.NET: MS VS<br/>
Java: Eclipse<br/>
Ruby: ?<br/>
Python: ?<br/>
x86 Assembly: ?<br/>
 others....</p>
",<language-agnostic><ide><discussion>,"Best IDE's for different programming languages"
7398,"<p>I haven't seen any questions relating to GNU autoconf/automake builds, but I'm hoping at least some of you out there are familiar with it.  Here goes:</p>

<p>I have a project (I'll call it myproject) that includes another project (vendor).  The vendor project is a standalone project maintained by someone else.  Including a project like this is fairly <a href=""http://www.gnu.org/software/autoconf/manual/autoconf.html#Subdirectories"" rel=""nofollow"" title=""Reading List: Fog Creek Software Management Training Program"">straightforward</a>, but in this case there is a tiny snag: each project generates its own config.h file, each of which defines standard macros such as PACKAGE, VERSION, etc.  This means that, during the build, when vendor is being built, I get lots of errors like this:</p>

<pre><code>... warning: ""VERSION"" redefined
... warning: this is the location of the previous definition
... warning: ""PACKAGE"" redefined
... warning: this is the location of the previous definition
</code></pre>

<p>These are just warnings, for the time being at least, but I would like to get rid of them.  The only relevant information I've been able to turn up with a google search is <a href=""http://sourceware.org/ml/automake/2004-03/msg00130.html"" rel=""nofollow"" title=""Bootstrap"">this</a> thread on the automake mailing list, which isn't a whole lot of help.  Does anybody else have any better ideas?</p>
",<c><linux><unix><autoconf><automake>,"How to avoid redefining VERSION, PACKAGE, etc."
7440,"<p>The company I'm currently working for is using <a href=""http://selenium.openqa.org/"" rel=""nofollow"" title=""Reading List: Fog Creek Software Management Training Program"">Selenium</a> for Uniting-Testing our User Interface. What do you use to Unit-Test your Web UI and how effective do you find it? </p>
",<unit-testing><user-interface><selenium>,"What do you use to Unit-Test your Web UI?"
7470,"<p>After a couple hours fighting with the <a href=""http://gallery.menalto.com/"" rel=""nofollow"">Gallery2</a> <a href=""http://codex.gallery2.org/Gallery2:Modules:rss"" rel=""nofollow"">RSS module</a> and getting only the message, ""no feeds have yet been defined"", I gave up.  Based on <a href=""http://www.google.com/search?q=%22no+feeds+have+yet+been+defined%22"" rel=""nofollow"">a Google search for ""no feeds have yet been defined""</a>, this is a pretty common problem.  Do you have any tips and/or tricks for getting the Gallery2 RSS module to work?  Or any tips for a relatively-PHP-ignorant developer trying to debug problems with this PHP application?</p>
",<php><web><web-applications>,"RSS feeds from Gallery2"
7472,"<p>Can anyone point me to a good resource (or throw me a clue) to show me how to do databinding to controls (combobox, listbox, etc.) in WPF?  I'm at a bit of a loss when all my WinForms niceities are taken away from me, and I'm not all that bright to start with...</p>

<p>Many Thanks, my fellow Stackies.</p>
",<wpf>,"WPF Databinding"
7477,"<p>I'm currently working on an internal sales application for the company I work for, and I've got a form that allows the user to change the delivery address.</p>

<p>Now I think it would look much nicer, if the textarea I'm using for the main address details would just take up the area of the text in it, and automatically resize if the text was changed.</p>

<p>Here's a screenshot of it currently.</p>

<p><img src=""http://luminousmonkey.org/images/iso_address_textarea.png"" alt=""alt text"" title=""ISO Address"" /></p>

<p>Any ideas?</p>
",<javascript><html><css><prototype>,"Autosizing Textarea"
7489,"<p>I've made many different seperate parts of a GUI system for the Nintendo DS, like buttons and textboxes and select boxes, but I need a way of containing these classes in one Gui class, so that I can draw everything to the screen all at once, and check all the buttons at once to check if any are being pressed. My question is what is the best way organize all the classes (such as buttons and textboxes) into one GUI class?</p>

<p>Here's one way I thought of but it doesn't seem right:</p>

<p><strong>Edit:</strong> I'm using C++.</p>

<pre><code> class Gui {
      public:
           void update_all();
           void draw_all() const;
           int add_button(Button *button); // Returns button id
           void remove_button(int button_id);
      private:
           Button *buttons[10];
           int num_buttons;
 }
</code></pre>

<p>This code has a few problems, but I just wanted to give you an idea of what I want.</p>
",<c++><gui>,"How do I make a GUI?"
7492,"<p>Stress testing is something that gets very little love in most death mar.., er I mean web projects. It's usually done at the last minute (or not at all), next to no time gets allocated to it, etc.</p>

<p>In the past I've picked a tool, installed it on my machine first, hit the home page, upping the concurrency settings. Then I'd write a simple login script, a simple site walkthrough (in an ecommerce site adding a few items to a cart and checkout). Then I'd rope in as many developers as I could, install the stress test tool on their machines and do a massive attack. If nothing broke I'd give up and wait for the actual traffic to kill the site for real. </p>

<p>Just hitting the homepage hard almost always would locate a major problem. More scalability problems would surface at the second stage, and even more - after the launch.</p>

<p>The tools I used were Microsoft Homer (aka <a href=""http://www.microsoft.com/downloads/details.aspx?familyid=e2c0585a-062a-439e-a67d-75a89aa36495&amp;displaylang=en"" rel=""nofollow"">Microsoft Web Application Stress Tool</a>) and <a href=""http://www.pylot.org/"" rel=""nofollow"">Pylot</a>.</p>

<p>The reports that these tools generated never made much sense to me, and I spent many hours trying to figure out what kind of concurrent load the site would be able to support. It was always worth it because the stupidest bugs and bottlenecks would always come up (like web server misconfigurations, for instance).</p>

<p>What have you done, what tools have you used, and what success have you had with your approach? The part that is most interesting to me is coming up with some kind of a meaningful formula for calculating the number of concurrent users an app can support from the numbers reported by the stress test application.</p>
",<web-applications><stress-testing><performance-monitoring>,"How do you stress test a web application?"
7503,"<p>I know almost nothing about linq.</p>

<p>I'm doing this:</p>

<pre><code>var apps = from app in Process.GetProcesses()
    where app.ProcessName.Contains( ""MyAppName"" ) &amp;&amp; app.MainWindowHandle != IntPtr.Zero
    select app;
</code></pre>

<p>Which gets me all the running processes which match that criteria.</p>

<p>But I don't know how to get the first one. The examples I can find on the net seem to imply I have to do this</p>

<pre><code>var matchedApp = (from app in Process.GetProcesses()
    where app.ProcessName.Contains( ""MyAppName"" ) &amp;&amp; app.MainWindowHandle != IntPtr.Zero
    select app).First();
</code></pre>

<p>which strikes me as somewhat ugly, and also throws an exception if there are no matching processes. Is there a better way?</p>

<p><strong>UPDATE</strong></p>

<p>I'm actually trying to find the first matching item, and call <code>SetForegroundWindow</code> on it</p>

<p>I've come up with this solution, which also strikes me as ugly and awful, but better than above. Any ideas?</p>

<pre><code>var unused = from app in Process.GetProcesses()
    where app.ProcessName.Contains( ""MyAppName"" ) &amp;&amp; app.MainWindowHandle != IntPtr.Zero
    select SetForegroundWindow( app.MainWindowHandle ); // side-effects in linq-query is technically bad I guess
</code></pre>
",<c#><linq><linq-to-objects>,"Linq to objects - select first object"
7517,"<p>Is there a simple way to drop a group of interrelated tables in SQL Server? Ideally I'd like to avoid having to worry about what order they're being dropped in since I know the entire group will be gone by the end of the process.</p>
",<sql><sql-server><database>,"Dropping a group of tables in SQL Server"
7525,"<p>So, I need some help. I am working on a project in C++. However, I think I have somehow managed to corrupt my heap. This is based off the fact that I added a <code>std::string</code> to a class and assigning it a value from another <code>std::string</code>:</p>

<pre><code>std::string hello = ""Hello, world.\n"";
/* exampleString = ""Hello, world.\n"" would work fine. */
exampleString = hello;
</code></pre>

<p>crashes on my system with a stack dump. So basically I need to <strong>stop</strong> and go through all my code and memory management stuff and find out where I've screwed up. The codebase is still small (about 1000 lines), so this is easily do-able. </p>

<p>Still, I'm over my head with this kind of stuff, so I thought I'd throw it out there. I'm on a Linux system, and have poked around with <code>valgrind</code>, and while not knowing completely what I'm doing, it did report that the <code>std::string</code>'s destructor was an invalid free. I have to admit to getting the term 'Heap Corruption' from a Google search; any general purpose articles on this sort of stuff would be appreciated as well.</p>

<p>(In before <code>rm -rf ProjectDir</code>, do again in C# :D)</p>

<p>EDIT:
I haven't made it clear, but what I'm asking for are ways an advice of diagnosing these sort of memory problems. I know the std::string stuff is right, so it's something I've done (or a bug, but there's Not A Problem With Select). I'm sure I could chuck the code I've written up and you very smart folks would see the problem in no time, but I want to add this kind of code analysis to my 'toolbox', as it were.</p>
",<c++><memory><stack><heap>,"Of Memory Management, Heap Corruption, and C++"
7526,"<p>I will probably start with C and then Lisp. Although I started programming in C, I did not program in it as much as I want. It's fun working with the low level stuff. Learning C helped me a lot when I started working. I've only started learning Lisp now and I found it amazing that the concepts it supported from the very start are still very relevant today. Well I think it's better late than never.</p>
",<programming-languages>,"If you knew then what you know now, what language(s) will you start learning first?"
7535,"<p>What is the best way to use SQL Server 2008 as a development database, but ensure that the database is compatible with SQL Server 2005?</p>
",<sql-server>,"SQL Server 2008 compatibility with SQL Server 2005"
7539,"<p>Hi,</p>

<p>Recently I tried understanding the use of <strong>java.math.MathContext</strong> but failed to understand properly. Is it used for rounding in java.math.BigDecimal, if yes why does not it round the decimal digits but even mentissa part.</p>

<p>From API docs, I came to know that it follows the standard specified in ANSI X3.274-1996 and ANSI X3.274-1996/AM 1-2000 specifications but I did not get them to read online.</p>

<p>Please let me know if you have any idea on this.</p>

<p>Thanks in advance.</p>

<p>~Jatan</p>
",<java>,"Pleae explain the use of java.math.MathContext"
7540,"<p>Recently I have been having issues with Firefox 3 on Ubuntu Hardy Heron.  I will click on a link and it will hang for a while.  I don't know if its a bug in Firefox 3 or a page running too much client side JavaScript, but I would like to try and debug it a bit.</p>

<p>So, my question is, is there a way to have some kind of process explorer, or task manager sort of thing for Firefox 3?  I would like to be able to see what tabs are using what percent of my processor via the JavaScript on that page (or anything in the page that is causing CPU/memory usage).  Does anybody know of a plugin that does this, or something similar?  Has anyone else done this kind of inspection another way?</p>

<p>I know about FireBug, but I can't imagine how I would use it to finger which tab is using a lot of resources.</p>

<p>Any suggestions or insights?</p>

<p>UPDATE: Thanks Orion for the info!  It doesn't really answer the question of having such a process explorer, but I think it answers my problem, so I'll mark yours as the answer!  I'm still interested in some kind of mechanism to see what my various tabs are doing with respect to memory and javascript time, so any such comments are still welcome!</p>
",<javascript><firefox><memory><cpu>,"Some kind of task manager for JavaScript in Firefox 3?"
7551,"<p>When designing a REST API or service are there any established best practices for dealing with security (Authentication, Authorization, Identity Management) ?</p>

<p>When building a SOAP API you have WS-Security as a guide and much literature exists on the topic. I have found less information about securing REST endpoints.</p>

<p>While I understand REST intentionally does not have specifications analogous to WS-* I am hoping best practices or recommended patterns have emerged.</p>

<p>Any discussion or links to relevant documents would be very much appreciated.
If it matters, we would be using WCF with POX/JSON serialized messages for our REST API's/Services built using v3.5 of the .NET Framework.</p>
",<wcf><security><rest>,"Best Practices for securing a REST API / web service"
7558,"<p>I am displaying a list of items using a SAP ABAP column tree model, basically a tree of folder and files, with columns.
I want to load the sub-nodes of folders dynamically, so I'm using the EXPAND_NO_CHILDREN event which is firing correctly.
Unfortunately, after I add the new nodes and items to the tree, the folder is automatically collapsing again, requiring a second click to view the sub-nodes.
Do I need to call a method when handling the event so that the folder stays open, or am I doing something else wrong?</p>

<pre><code>* Set up event handling.
  LS_EVENT-EVENTID  = CL_ITEM_TREE_CONTROL=&gt;EVENTID_EXPAND_NO_CHILDREN.
  LS_EVENT-APPL_EVENT = GC_X.
  APPEND LS_EVENT TO LT_EVENTS.
  CALL METHOD GO_MODEL-&gt;SET_REGISTERED_EVENTS
    EXPORTING
      EVENTS                    = LT_EVENTS
    EXCEPTIONS
      ILLEGAL_EVENT_COMBINATION = 1
      UNKNOWN_EVENT             = 2.
  SET HANDLER GO_APPLICATION-&gt;HANDLE_EXPAND_NO_CHILDREN
    FOR GO_MODEL.

...


* Add new data to tree.
  CALL METHOD GO_MODEL-&gt;ADD_NODES
    EXPORTING
      NODE_TABLE = PTI_NODES[]
    EXCEPTIONS
      ERROR_IN_NODE_TABLE = 1.

  CALL METHOD GO_MODEL-&gt;ADD_ITEMS
    EXPORTING
      ITEM_TABLE = PTI_ITEMS[]
    EXCEPTIONS
      NODE_NOT_FOUND = 1
      ERROR_IN_ITEM_TABLE = 2.
</code></pre>
",<events><tree><columns><sap><abap><expand>,"ABAP Column Tree Model doesn't expand node after EXPAND_NO_CHILDREN event"
7571,"<p>What are the recommended online or offline resources for Objective-C and Cocoa programming?</p>

<p>My online resources:</p>

<ul>
<li><a href=""http://oreilly.com/pub/ct/37"" rel=""nofollow"">O'Reilly</a>, Some useful articles and examples, but has not been updated for quite a while</li>
<li><a href=""http://cocoadevcentral.com/d/learn%5Fobjectivec/"" rel=""nofollow"">Learning Objective C</a>, This seems like a good resource so far</li>
<li><a href=""http://www.mac-developer-network.com/podcasts/latenightcocoa/index.html"" rel=""nofollow"">Late Night Cocoa Podcast</a>, I recently discovered this one, starting on episode 1</li>
</ul>

<p>My offline resources: </p>

<ul>
<li>None, I have no books on my shelf</li>
</ul>

<p>I need some help finding a good book, any suggestions?</p>
",<objective-c><cocoa><osx><books><resources>,"Cocoa and Objective-C resources?"
7579,"<p>In the SSW rules to better SQL Server Database there is an example of a full database maintenance plan: <a href=""http://www.ssw.com.au/ssw/Standards/Rules/RulesToBetterSQLServerDatabases.aspx#MaintenancePlan"" rel=""nofollow"" title=""Jonathan Livingston Seagull"">SSW</a>. In the example they run both a Reorganize Index and then a Rebuild Index and then Update Statistics. Is there any point to this? I thought Reorganize Index was a fast but less effective version of Rebuild Index? and that an index rebuild would also update the statistics automatically (on the clustered index at least).</p>
",<sql-server><maintenance><rebuild><plan><reorganize>,"Reorganise index vs Rebuild Index in Sql Server Maintenance plan"
7586,"<p>Hi just trying to get my head around XAML.</p>

<p>Thought that I would try some writing XAML in code.  </p>

<p>Trying to add a grid with 6 by 6 column definitions then add a textblock into one of the grid cells. </p>

<p>I dont seem to be able to reference the cell that I want - there is no method on the grid that I can add the textblock too.  Just grid.children.add(object).  No Cell definition.</p>

<p>TIA</p>

<p>The XAML</p>

<pre><code>&lt;Page x:Class=""WPF_Tester.Page1""
    xmlns=""http://schemas.microsoft.com/winfx/2006/xaml/presentation""
    xmlns:x=""http://schemas.microsoft.com/winfx/2006/xaml""
    Title=""Page1""
    Loaded=""Page_Loaded""&gt;

&lt;/Page&gt;
</code></pre>

<p>The C#
private void Page_Loaded(object sender, RoutedEventArgs e)
        {</p>

<pre><code>        //create the structure

        Grid g = new Grid();
        g.ShowGridLines = true;
        g.Visibility = Visibility.Visible;


        //add columns
        for (int i = 0; i &lt; 6; ++i)
        {
            ColumnDefinition cd = new ColumnDefinition();
            cd.Name = ""Column"" + i.ToString();

            g.ColumnDefinitions.Add(cd);
        }
        //add rows
        for (int i = 0; i &lt; 6; ++i)
        {
            RowDefinition rd = new RowDefinition();
            rd.Name = ""Row"" + i.ToString();

            g.RowDefinitions.Add(rd);
        }
        TextBlock tb = new TextBlock();
        tb.Text = ""Hello World"";

        g.Children.Add(tb);

    }
</code></pre>

<p><strong>update</strong></p>

<p>Thanks for the answers however here is the spooky bit...</p>

<ul>
<li><p>Using VS2008 Pro on XP</p></li>
<li><p>WPFbrowser Project Template (3.5 verified)</p></li>
</ul>

<p>I dont get the methods in the autocomplete.</p>
",<c#><xaml>,"XAML - In C#"
7592,"<p>Hello, I want to create a client side mail creator web page. I know the problems of using the mailto action in an html form (not standard, no default mail appication set on the client...). but the web page isn't very important, and they don't care very much.</p>

<p>The mail created by the mailto action has the syntax:</p>

<blockquote>
  <p>subject: undefined subject<br />
  body:</p>
  
  <p>param1=value1<br />
  param2=value2<br />
  .<br />
  .<br />
  .<br />
  paramn=valuen  </p>
</blockquote>

<p>¿Can i use javascript to format the mail like this?</p>

<blockquote>
  <p>Subject:XXXXX</p>
  
  <p>Body:
  Value1;Value2;Value3...ValueN</p>
</blockquote>

<p>Thanks</p>

<p>PD: sry for my bad english</p>
",<javascript><email>,"Can I use JavaScript to create a client side email?"
7596,"<p>First of all, I know how to build a java application. But I was always puzzled where to put my classes. There are proponents for organizing the packages strictly domain oriented, others separate by tier.</p>

<p>I for myself have always problems a) with naming, b) with placing</p>

<p>Where do you put your domain specific constants (and what is the best name for such a class)? Where do you put classes for stuff which is both infrastructural and domain specific (for instance I have a FileStorageStrategy class, which stores the files either in the database, or alternatively in database)? Where to put Exceptions?</p>

<p>Are there any standards to which I can refer?</p>
",<java><architecture>,"How to structure a java application, in other words: where do I put my classes?"
7603,"<p>Can anyone point me to some decent introductions to WS-Security?</p>

<p>I'm looking for tutorials or something that provide a fairly gentle introduction to the subject, though I don't mind if it assumes basic knowledge of web services and SOAP. Most of the stuff I've seen so far is very technical and you need a lot of complex, detailed background knowledge to understand it properly.</p>

<p>We have to implement a web service in PHP and one or more clients in .NET, so resources covering both would be much appreciated.</p>
",<web-services><ws-security>,"Where can I find some good WS-Security introductions and tutorials?"
7614,"<p>What is the best way of testing a function that throws on failure? Or testing a function that is fairly immune to failure?</p>

<p>For instance; I have a I/O Completion Port class that throws in the constructor if it can't initialise the port correctly. This uses the Win32 function of CreateIoCompletionPort in the initialiser list. If the handle isn't set correctly - a non-null value - then the constructor will throw an exception. I have never seen this function fail.</p>

<p>I am pretty certain that this (and other functions like it in my code) if they fail will behave correctly, the code is 50 lines long including white-space, so my questions are</p>

<p>a) is it worth testing that it will throw<br />
b) and if it is worth testing, how to?<br />
c) should simple wrapper classes as these be unit-tested?  </p>

<p>For b) I thought about overriding CreateIoCompletionPort and passing the values through. In the unit test override it and cause it to return 0 when a certain value is passed in. However since this is used in the constructor then this needs to be static. Does this seem valid or not?</p>

<p>Thanks, G.</p>
",<unit-testing>,"Testing a function that throws on failure"
7622,"<p>Is the shift operator (&lt;&lt;, >>) in C arithmetic shift or logical shift?</p>
",<c>,"Shift operator in C"
7630,"<p>What's the best way to convince management that buying nice big monitors for developer workstations is worthwhile?</p>

<p>(Whether big monitors actually are worthwhile is totally irrelevant, I'd like to convince my boss anyway.)</p>
",<hardware><monitor><workstations>,"How do I convince my boss to buy nice big monitors for the developers?"
7642,"<p>Is there an official convention for naming private fields in VB.NET?  For example, if I have a property called 'Foo', I normally call the private field '_Foo'.  This seems to be frowned upon in the <a href=""http://msdn.microsoft.com/en-us/library/ms229012.aspx"" rel=""nofollow"">Offical Guidelines</a>:</p>

<p>""Do not use a prefix for field names. For example, do not use g_ or s_ to distinguish static versus non-static fields.""</p>

<p>In C#, you could call the private field 'foo', the property 'Foo', and refer to the private field as 'this.foo' in the constructor.  As VB.NET is case insensitive you can't do this - any suggestions?</p>
",<vb.net><convention>,"Naming convention for VB.NET private fields"
7651,"<p>I have an array in Perl:</p>

<pre><code>@my_array = (""one"",""two"",""three"",""two"",""three"")
</code></pre>

<p>How do I remove the duplicates from the array?</p>
",<perl><arrays><unique><duplicates>,"How do I remove duplicate items from an array in Perl?"
7652,"<p>I have a project that I'm currently working on but it currently only supports the .net framework 2.0. I love linq, but because of the framework version I can't use it. What I want isn't so much the ORM side of things, but the ""queryability"" (is that even a word?) of Linq. </p>

<p>So far the closest is <a href=""http://www.llblgen.com/defaultgeneric.aspx"" rel=""nofollow"" title=""Jonathan Livingston Seagull"">llblgen</a> but if there was something even lighter weight that could just do the querying for me that would be even better.</p>

<p>I've also looked at <a href=""http://www.hibernate.org/343.html"" rel=""nofollow"" title=""Bootstrap"">NHibernate</a> which looks like it could go close to doing what I want, but it has a pretty steep learning curve and the mapping files don't get me overly excited.</p>

<p>If anyone is aware of something that will give me a similar query interface to Linq (or even better, how to get Linq to work on the .net 2.0 framework) I'd really like to hear about it.</p>
",<database><linq><orm>,"Querying like Linq when you don't have Linq."
7661,"<p>Searching for some sample code for converting a point in WGS84 coordinate system to a map position in Google Maps (pixel position), also supporting zoom levels. </p>

<p>If the codes is well commented, then it can also be in some other language.</p>

<p>You can also point me to a open source Java project :)</p>

<p>Some resources found:</p>

<p><a href=""http://trac.openlayers.org/browser/trunk/openlayers/lib/OpenLayers/Layer"" rel=""nofollow"">OpenLayer</a> implementation. </p>

<p><a href=""http://josm.openstreetmap.de/browser/trunk/src/org/openstreetmap/josm/data/projection"" rel=""nofollow"">JOSM</a> project</p>

<p>Excellent <a href=""http://www.jhlabs.com/java/maps/proj/"" rel=""nofollow"">Java Map Projection Library </a> from JH LABS. This is a pure java PROJ.4 port. Does projection from WGS84 to meters. From there it's quite straightforward to convert meters to tile pixels.</p>
",<java><google><mapping><wgs84>,"Java code for WGS84 to Google map position and back"
7662,"<p>Whenever I design a database, I always wonder if there is a best way of naming an item in my database. Quite often I ask myself the following questions:</p>

<ol>
<li>Should table names be plural?</li>
<li>Should column names be singular?</li>
<li>Should I prefix tables or columns?</li>
<li>Should I use any case in naming items?</li>
</ol>

<p>Are there any recommended guidelines out there for naming items in a database?</p>
",<database><language-agnostic><database-design>,"Database, Table and Column Naming Conventions?"
7664,"<p>I am wrapping existing C++ code from a BSD project in our own custom wrapper and I want to integrate it to our code with as few changes as possible.  This code uses fprintf to print to stderr in order to log / report errors.</p>

<p>I want to redirect this to an alternative place within the same process.  On unix I have done this with a socketpair and a thread: one end of the socket is where I send stderr (via a call to dup2) and the other end is monitored in a thread, where I can then process the output.</p>

<p>This does not work on windows though because a socket is not the same as a file handle.</p>

<p>All documents I have found on the web show how to redirect output from a child process, which is not what I want.  How can I redirect stderr within the same process getting a callback of some sort when output is written?  (and before you say so, I've tried SetStdHandle but cannot find any way to make this work)...</p>

<p>Thanks!</p>
",<c++><windows><redirection>,"Windows C++: How can I redirect stderr for calls to fprintf?"
7665,"<p>Given an absolute or relative path (in a Unix-like system), I would like to determine the full path of the target after resolving any intermediate symlinks. Bonus points for also resolving ~username notation at the same time.</p>

<p>If the target is a directory, it might be possible to chdir() into the directory and then call getcwd(), but I really want to do this from a shell script rather than writing a C helper. Unfortunately, shells have a tendency to try to hide the existence of symlinks from the user (this is bash on OS X):</p>

<pre><code>$ ls -ld foo bar
drwxr-xr-x   2 greg  greg  68 Aug 11 22:36 bar
lrwxr-xr-x   1 greg  greg   3 Aug 11 22:36 foo -&gt; bar
$ cd foo
$ pwd
/Users/greg/tmp/foo
$
</code></pre>

<p>What I want is a function resolve() such that when executed from the tmp directory in the above example, resolve(""foo"") == ""/Users/greg/tmp/bar"".</p>
",<bash><shell><scripting><symlink>,"How to resolve symbolic links in a shell script"
7674,"<p>We have a custom-built Flash-based video player that I maintain, and it needs to support preroll ads and ideally both progressive video playback and streaming depending on a server switch.</p>

<p>I've been working with the flvPlayback component but am finding myself a little out of my depth. Are there any good tutorials or resources for understanding the difference between netstream and flvPlayback? Or is one part of the other? Have googled without success.</p>

<p>For the preroll ads we'll probably use DART In-Stream, which is part of the reason I feel I'm losing a grip on the best way to structure this thing.</p>

<p>Any help with best practices or links most appreciated - ta!</p>

<p>EDIT - Update: I wrote a player by hand and got it more or less working with everything it needed to do, but we did migrate to JW Player across all the web properties in the end, about six months later. It's very reliable and well-supported, it integrated with the DART system well, and the designers found it easy to skin.</p>
",<flash><video>,"Best practices for building Flash video player"
7676,"<p>Can it be done and how?</p>
",<sql-server>,"Replicating between SqlServer 2005 and Compact Edition"
7681,"<p>What is the best way to verify/test that a text string is serialized to a byte array with a certain encoding?</p>

<p>In my case, I want to verify that an XML structure is serialized to a byte array with the UTF-8 encoding which is of variable character length. As an example, my current ugly procedure is to inject a character known to require two bytes into the structure before serializing, then replacing the two-byte character with an ASCII character and comparing the serialized array lengths. This should yield two serialized arrays where the array containing the two-byte characters should have length +1.</p>

<p>Plus if the solution is elegant for Java. 
I can't think of any elegant way to seek for a byte sequence in a byte array. (Could be used to seek for a known byte sequence representing the desired character representation in UTF-8.)</p>
",<java><xml><string><serialization><encoding>,"Test serialization encoding"
7685,"<p>I was recently brushing up on some fundamentals and found merge sorting a linked list to be a pretty good challenge. If you have a good implementation then show it off here.</p>
",<algorithm><sorting><mergesort>,"Merge Sort a Linked List"
7693,"<p>I feel as if my career has reached a plateaux. </p>

<ol>
<li>Would contracting give it a new lease of life?</li>
<li>What are the advantages and disadvantages</li>
<li>Any personal experiences to pass on to me?</li>
</ol>

<p>Edit</p>

<p><a href=""http://stackoverflow.com/users/37/power-coder"" rel=""nofollow"" title=""Power-Coder"">Power-Coder</a> did you use sites such as <a href=""http://www.elance.com/p/landing/provider.html"" rel=""nofollow"" title=""Elance.com"">Elance</a> to obtain side jobs while still working full time?</p>
",<jobs><contracting>,"What are the advantages and disadvantages of becoming a contract IT developer?"
7694,"<p>Is that even a valid question? I have a .Net windows app that is using MSTDC and it throwing an exception:</p>

<blockquote>
  <p>System.Transactions.TransactionManagerCommunicationException:
  Network access for Distributed
  Transaction Manager (MSDTC) has been
  disabled. Please enable DTC for
  network access in the security
  configuration for MSDTC using the
  Component Services Administrative tool --->
  System.Runtime.InteropServices.COMException (0x8004D024): The
  transaction manager has disabled its support for remote/network
  transactions. (Exception from HRESULT: 0x8004D024)
     at
  System.Transactions.Oletx.IDtcProxyShimFactory.ReceiveTransaction(UInt32
  propgationTokenSize, Byte[] propgationToken, IntPtr managedIdentifier,
  Guid&amp; transactionIdentifier, OletxTransactionIsolationLevel&amp;
  isolationLevel, ITransactionShim&amp; transactionShim)....</p>
</blockquote>

<p>I follow the guide <a href=""http://kbalertz.com/883960/enable-MSDTC-communications-Commerce-Server-Developer-Edition-Windows-Service.aspx"">here</a> to able MSTDC on the pc, on which the app is installed. But the error still occurs. I was wondering if this was a DB issue? And if so how can i resolve it?</p>
",<msdtc>,"How do i enable MSTDC on sqlserver?"
7702,"<p>If this isn't the type of fodder that belongs on StackOverflow, feel free to bury this question.  I figured technical presentations are something that most of us do, and God knows we've all attended plenty, so I thought I'd get your feedback.</p>

<p>I'm preparing for a technical presentation, and am wondering if I could get away with simple, elegant slides.  No bullets, small amounts of text that represent the high level point I'm trying to get across.  No bullets, no titles, just simple.</p>

<p>After watching DHH's presentation at startup school, though not technical, I found it a pretty elegant presentation deck, and it kept my focus on what he was saying.</p>

<p>Can you get away with that in a technical presentation, or does the audience need to see more?</p>
",<powerpoint><presentations>,"Technical Presentations - Can the slides work without bulleted lists?"
7707,"<p>I have an element which may contain very big amounts of data, but I don't want it to ruin the page layout, so I set <code>max-height: 100px</code> and <code>overflow:auto</code>, hoping for scrollbars to appear when the content does not fit. It all works fine in Firefox and IE7, but IE8 behaves as if <code>overflow:hidden</code> was present instead of <code>overflow:auto</code>. I tried <code>overflow:scroll</code>, still does not help, IE8 simply truncates the content without showing scrollbars. Changing <code>max-height</code> declaration to <code>height</code> makes overflow work OK, it's the combination of <code>max-height</code> and <code>overflow:auto</code> that breaks things.</p>

<p>This is also logged as an official bug in the final, release version of IE8:</p>

<p><a href=""http://connect.microsoft.com/IE/feedback/ViewFeedback.aspx?FeedbackID=408759"" rel=""nofollow"">http://connect.microsoft.com/IE/feedback/ViewFeedback.aspx?FeedbackID=408759</a></p>

<p>Does anyone know of a workaround? For now I resorted to using <code>height</code> instead of <code>max-height</code>, but it leaves plenty of empty space in case there isn't much data.</p>

<p>Before you tell me to do that, yes, I've reported the bug to IE developers :)</p>
",<css><internet-explorer-8>,"IE8 overflow:auto with max-height"
7709,"<p>Has anyone got anything better than creating a copy of the original datatable and then looping through it to create a distinct view ?</p>

<p>From what I've read and attempted, the dataview doesn't support distinct (currently system is in Studio.NET 2003 - looking to move to 2005 shortly but 2008 isn't on the radar - so if newer versions do, please accept my ineptitude as a sign of old age!).</p>

<p>I know I could create another Oracle procedure to create the distinct version but I'm trying to keep my calls down as certain parts of the system are being pushed down the whole new world of hurt that is known as PDA/Mobile route - so it's possible I may lose connection anyway and I know I can save stuff out to XML, etc - but one step at a time.</p>

<p>Any thoughts/pointers gratefully accepted.</p>
",<asp.net><vb.net><datatable><dataview>,"Datatables, Dataviews and distincts! (ASP.Net/VB)"
7719,"<p>Is there any way to capture the MouseDown even from the .NET 2.0 TextBox control?
I know the inherited Control class has the event, but it's not exposed in TextBox.
Is there a way to override the event handler?</p>

<p>I also tried the OpenNETCF TextBox2 control which does have the MouseDown event exposed, but no matter what I do, it doesn't fire the handler.</p>

<p>Any suggestions?</p>
",<c#><.net><events><windows-mobile>,"Capture MouseDown event for .NET TextBox"
